Date,PC1_Returns
2010-08-09,0.00787610235016864
2010-08-10,-0.00900668079007755
2010-08-11,-0.031507256308938456
2010-08-12,-0.005422114928210322
2010-08-13,-0.003775261859466542
2010-08-16,0.00046874314800233097
2010-08-17,0.016597114073115107
2010-08-18,0.0023344739385836462
2010-08-19,-0.019047025241405634
2010-08-20,-0.0010882445345884392
2010-08-23,-0.006204803782829756
2010-08-24,-0.015876236168709888
2010-08-25,0.005851884020610403
2010-08-26,-0.00696548806559172
2010-08-27,0.01977826341118404
2010-08-30,-0.01776233809095287
2010-08-31,6.733208749964463e-05
2010-09-01,0.03214639263408032
2010-09-02,0.012083892865436962
2010-09-03,0.014232531745901495
2010-09-07,-0.014375442410222806
2010-09-08,0.006010126914228723
2010-09-09,0.0028595939055374793
2010-09-10,0.0036985637164823346
2010-09-13,0.01471883236107433
2010-09-14,0.00045486267285426704
2010-09-15,0.003238879724058949
2010-09-16,-0.002157349014978679
2010-09-17,0.0026002002730911465
2010-09-20,0.01678531477424338
2010-09-21,-0.004293361522479176
2010-09-22,-0.008081284382101825
2010-09-23,-0.010501331304753503
2010-09-24,0.02551172747863006
2010-09-27,-0.00482749641137586
2010-09-28,0.007581242559330754
2010-09-29,-0.0013732750750559677
2010-09-30,-0.0016850403216882197
2010-10-01,0.004047299391984145
2010-10-04,-0.00815716834141993
2010-10-05,0.020653576292407605
2010-10-06,-0.004758646313096664
2010-10-07,-0.0006998742734973166
2010-10-08,0.006163281264847196
2010-10-11,0.0008718708432572189
2010-10-12,0.0032535471635859003
2010-10-13,0.007635215598948478
2010-10-14,-0.004190363273941118
2010-10-15,0.001507633759715153
2010-10-18,0.0064681455839178635
2010-10-19,-0.01532372213026173
2010-10-20,0.011968368948804188
2010-10-21,0.001890568296255928
2010-10-22,0.004377154930880664
2010-10-25,0.003689928428003878
2010-10-26,-0.0009339001176667913
2010-10-27,-0.0013238360346584572
2010-10-28,-0.0008378500228751525
2010-10-29,0.0023766980006509814
2010-11-01,-0.000589497623872476
2010-11-02,0.009972297996318253
2010-11-03,0.002774413887526414
2010-11-04,0.019418513637384914
2010-11-05,0.004486428735154187
2010-11-08,-0.0025756565218593794
2010-11-09,-0.010879918139321612
2010-11-10,0.0060219275168755
2010-11-11,-0.002782544997069423
2010-11-12,-0.012451965419733455
2010-11-15,-0.0003996837383282346
2010-11-16,-0.017677474452101903
2010-11-17,0.0019458701747111912
2010-11-18,0.013502838505725416
2010-11-19,0.0031531549716725268
2010-11-22,0.0014401288656742779
2010-11-23,-0.01294845604518365
2010-11-24,0.017505526157231718
2010-11-26,-0.006814786945592338
2010-11-29,-0.002118959097301336
2010-11-30,-0.004795890018691454
2010-12-01,0.021572025798216123
2010-12-02,0.01449257120878163
2010-12-03,0.004414466252665368
2010-12-06,-0.0011997366491500053
2010-12-07,0.002299537174243843
2010-12-08,0.0029155578512014783
2010-12-09,0.003972547869220889
2010-12-10,0.0069018631031381944
2010-12-13,-0.0012070809008893667
2010-12-14,3.0053684876472295e-05
2010-12-15,-0.005378712232835689
2010-12-16,0.00750009638617489
2010-12-17,0.002934457924632755
2010-12-20,0.0029257975760805907
2010-12-21,0.007570259489787873
2010-12-22,0.0031348978093023354
2010-12-23,-0.0034191269229660107
2010-12-27,0.002064015839731262
2010-12-28,-0.0007161896577040594
2010-12-29,0.0015994897633116799
2010-12-30,-0.001066456569018317
2010-12-31,-0.002082167653719722
2011-01-03,0.012107830156193435
2011-01-04,-0.006087933745986999
2011-01-05,0.0058419614538736744
2011-01-06,-0.0015349001354193702
2011-01-07,-0.0008670564758496192
2011-01-10,0.0005752285520899187
2011-01-11,0.003823460892438135
2011-01-12,0.008334172811854914
2011-01-13,-0.0007318323182704676
2011-01-14,0.008591307437464796
2011-01-18,0.003609195597092058
2011-01-19,-0.014204597082025856
2011-01-20,-0.0033277906213993414
2011-01-21,0.0009267366073079213
2011-01-24,0.006813971045269097
2011-01-25,0.0012498659757360548
2011-01-26,0.007140986843626159
2011-01-27,0.005934410654743106
2011-01-28,-0.019955866078270938
2011-01-31,0.0074262953585504535
2011-02-01,0.015346633180996917
2011-02-02,-0.0019645168846060424
2011-02-03,0.00278972469968397
2011-02-04,0.004136092620348998
2011-02-07,0.006191018054993063
2011-02-08,0.004641204973149637
2011-02-09,-0.0020337561085305195
2011-02-10,0.0029391445376291724
2011-02-11,0.00692435405191939
2011-02-14,0.0014028261105165024
2011-02-15,-0.003387367745198861
2011-02-16,0.007122186394363881
2011-02-17,0.004060177061100919
2011-02-18,0.0030279115042054178
2011-02-22,-0.024821009774560806
2011-02-23,-0.011772511618722973
2011-02-24,0.002007549798463346
2011-02-25,0.014569125581346968
2011-02-28,0.003874013665043035
2011-03-01,-0.01729359807667292
2011-03-02,0.0028802363246162553
2011-03-03,0.0193087535945495
2011-03-04,-0.006506016621648573
2011-03-07,-0.009413038472822757
2011-03-08,0.012814303025266703
2011-03-09,-0.0014717763830997769
2011-03-10,-0.018791435185638295
2011-03-11,0.007477779467304284
2011-03-14,-0.007688131883695904
2011-03-15,-0.00988741597101378
2011-03-16,-0.015769310063485472
2011-03-17,0.009667495469268636
2011-03-18,0.0060185900119125915
2011-03-21,0.015161490800388987
2011-03-22,-0.005204338103570428
2011-03-23,0.0029957121173286535
2011-03-24,0.009920227223938647
2011-03-25,0.0038962240692212526
2011-03-28,-0.002204331127692038
2011-03-29,0.007804757305693681
2011-03-30,0.007986828507439312
2011-03-31,0.0004856122705796465
2011-04-01,0.006504341446536201
2011-04-04,0.0007991120445809484
2011-04-05,8.448511361917421e-05
2011-04-06,0.0030188366878389217
2011-04-07,-0.00344539485842251
2011-04-08,-0.00659388571828919
2011-04-11,-0.0026073001871133143
2011-04-12,-0.006463172634567095
2011-04-13,0.001555642240454838
2011-04-14,0.0006126976093983298
2011-04-15,0.005748261249633993
2011-04-18,-0.012423528528172675
2011-04-19,0.004649241220664387
2011-04-20,0.014824698230765015
2011-04-21,0.005527985539249929
2011-04-25,-0.0016451801659272027
2011-04-26,0.009469928226231644
2011-04-27,0.007050165764459309
2011-04-28,0.0036764129844810496
2011-04-29,0.0009963517761836123
2011-05-02,-0.0018795568393919343
2011-05-03,-0.005278947554451097
2011-05-04,-0.007966987845485973
2011-05-05,-0.004007337359315687
2011-05-06,0.0046151009044870985
2011-05-09,0.0051883369572193
